u,v,weight
509676,501564,9.8345
50332,170428,9.8354
773484,364748,9.8368
111980,50188,9.8383
812220,268812,9.8392
201308,660108,9.8393
60764,28364,9.8395
192812,668156,9.8410
185932,176348,9.8411
728508,957724,9.8454
683532,666940,9.8460
797132,455068,9.8463
615580,301932,9.8501
192908,5468,9.8503
602412,207500,9.8511
96364,22924,9.8531
967516,862268,9.8547
107452,363900,9.8559
867244,818588,9.8561
481900,543660,9.8563
75884,637932,9.8563
165452,55756,9.8587
765724,940396,9.8596
111020,982348,9.8610
748636,632860,9.8624
893820,7212,9.8625
163644,46604,9.8632
672156,85196,9.8638
710540,623644,9.8638
340908,233404,9.8646
538844,136908,9.8659
711356,93212,9.8665
107868,31548,9.8669
46812,42108,9.8674
197116,374156,9.8676
66028,8396,9.8709
308636,61276,9.8743
905228,757324,9.8749
680604,243436,9.8749
876220,202972,9.8760
927724,373500,9.8762
429436,208108,9.8767
362332,134044,9.8785
543244,346620,9.8833
823852,406028,9.8836
839644,879916,9.8841
571996,124604,9.8843
623772,742924,9.8855
783884,301228,9.8861
263804,254972,9.8866
765532,469692,9.8902
299340,761964,9.8929
974572,431356,9.8949
799900,497900,9.8950
445036,259612,9.8956
86492,985212,9.8956
461948,139916,9.8965
477004,83164,9.8971
355628,113500,9.8972
281756,193580,9.8982
466796,93756,9.8993
632396,483292,9.9060
148220,718188,9.9068
288860,76604,9.9082
892316,623804,9.9099
141292,14508,9.9120
409980,305244,9.9127
620940,568460,9.9128
88060,25052,9.9136
527180,523036,9.9137
83100,59228,9.9152
910892,17020,9.9154
111996,15772,9.9183
874060,334060,9.9198
554524,747804,9.9199
841772,818188,9.9207
442460,420412,9.9209
916412,590908,9.9212
179884,88732,9.9217
544572,973084,9.9219
686444,170844,9.9221
925996,436572,9.9230
900924,232364,9.9246
358748,170652,9.9268
869884,872700,9.9269
313660,795196,9.9270
531836,556076,9.9278
345356,765900,9.9284
744396,479452,9.9312
753980,855244,9.9326
491260,715820,9.9334
270764,220364,9.9337
135244,123148,9.9342
599788,595676,9.9361
590700,398428,9.9370
333548,173452,9.9390
801196,689564,9.9394
703324,357164,9.9396
543980,458828,9.9411
281948,586396,9.9413
490540,296732,9.9415
157740,26380,9.9439
935452,815052,9.9474
294028,2764,9.9478
471148,402412,9.9496
937868,490316,9.9496
482604,290444,9.9505
208876,139948,9.9506
803388,448092,9.9515
783836,266780,9.9542
465132,71516,9.9568
677964,226508,9.9576
501276,328044,9.9633
307004,81372,9.9641
395340,389932,9.9658
80012,512700,9.9665
661484,523196,9.9675
462140,214796,9.9686
698348,264812,9.9694
75644,285148,9.9724
460716,370268,9.9724
796268,820828,9.9729
898892,164108,9.9734
292380,827724,9.9735
236972,124284,9.9753
609948,129820,9.9772
60684,685852,9.9776
310988,31900,9.9778
235084,298700,9.9798
193740,17244,9.9809
642860,640380,9.9851
562828,465884,9.9862
913116,511052,9.9863
926028,830108,9.9908
200524,129836,9.9940
240188,544188,9.9954
186172,75532,9.9958
750172,615148,9.9961
135916,333644,9.9966
236428,45148,9.9981
297117,285693,1.0008
333613,94045,1.0021
443101,691757,1.0056
570845,420413,1.0080
920445,85405,1.0113
640557,144781,1.0141
96269,738877,1.0158
16477,12973,1.0177
386381,275021,1.0193
984029,54925,1.0219
801133,381661,1.0273
411565,60333,1.0275
439213,411533,1.0282
966765,634381,1.0290
205149,31293,1.0300
630253,324845,1.0307
241021,91341,1.0327
117341,162269,1.0336
385629,182877,1.0338
3645,390301,1.0339
438957,239277,1.0363
120829,40541,1.0368
725213,638733,1.0370
733053,200877,1.0406
198749,92253,1.0410
558765,241485,1.0418
362957,129773,1.0420
1373,525,1.0429
537085,643421,1.0431
946237,688941,1.0462
800461,224637,1.0473
565725,517901,1.0478
290685,198077,1.0483
546237,937565,1.0484
849661,876541,1.0517
755917,70749,1.0519
689725,214157,1.0544
479565,686381,1.0547
725565,671085,1.0557
526157,371357,1.0558
52973,14301,1.0577
988541,976733,1.0578
885629,454365,1.0587
367405,193805,1.0595
979245,214141,1.0602
847293,782541,1.0604
565037,326573,1.0625
727741,432381,1.0628
66317,2957,1.0630
655245,347981,1.0650
45261,529485,1.0652
993757,875901,1.0659
2093,141,1.0691
602877,38893,1.0707
956813,555229,1.0714
707757,310797,1.0718
949037,16397,1.0721
590701,246477,1.0722
799117,282205,1.0725
11805,302253,1.0730
227517,256285,1.0732
236893,104493,1.0753
585581,446861,1.0761
543677,621133,1.0763
801997,67197,1.0768
650957,210989,1.0773
213517,918861,1.0787
794493,40525,1.0794
91805,32813,1.0811
186205,41709,1.0828
424957,815245,1.0836
894237,70029,1.0837
126285,55069,1.0846
83709,48733,1.0852
554029,216829,1.0852
908653,159341,1.0866
58173,766509,1.0869
2941,893,1.0882
616733,61885,1.0885
572205,351357,1.0903
711053,996701,1.0905
730605,447373,1.0973
308685,100637,1.0982
20045,19469,1.0993
56957,28477,1.1011
656685,139645,1.1035
340685,144381,1.1037
669005,200877,1.1047
447373,110589,1.1065
689069,844333,1.1065
843789,94637,1.1072
400253,215453,1.1084
212845,196413,1.1092
873197,1005,1.1112
417997,74445,1.1112
398349,372525,1.1116
323581,246717,1.1127
775389,386269,1.1131
755229,896477,1.1137
157709,102845,1.1139
770333,91917,1.1145
645229,606221,1.1153
804765,962765,1.1159
661389,948861,1.1160
854877,457085,1.1162
355085,563485,1.1169
670221,101469,1.1172
864733,614893,1.1180
105309,485261,1.1188
871133,599485,1.1190
833885,345981,1.1214
533165,338445,1.1215
743165,351085,1.1215
251597,207309,1.1240
714317,69581,1.1245
731245,184269,1.1249
723965,245277,1.1276
251789,361965,1.1300
14989,953421,1.1319
794973,93981,1.1336
565149,230877,1.1358
968973,365965,1.1388
921405,649597,1.1392
652077,125645,1.1396
752637,563341,1.1403
674477,72029,1.1410
254397,47645,1.1414
758845,611485,1.1422
581533,155997,1.1426
31693,738781,1.1440
866173,464205,1.1465
956477,896541,1.1492
171405,148237,1.1495
16077,309981,1.1553
483309,337245,1.1559
1789,29645,1.1566
183069,492189,1.1572
178461,156381,1.1590
387149,76173,1.1591
591005,127197,1.1593
402461,3533,1.1603
882109,529469,1.1618
345741,230301,1.1630
576237,513469,1.1648
293293,207789,1.1685
387101,671021,1.1686
835661,507853,1.1693
708637,79517,1.1712
814477,278093,1.1725
860317,358429,1.1737
880509,760397,1.1757
334845,52717,1.1760
74685,19501,1.1763
827549,400397,1.1779
487693,73085,1.1793
836605,126301,1.1794
721373,710765,1.1818
850957,735325,1.1834
904045,23053,1.1848
492925,403709,1.1857
549901,968685,1.1864
996877,465533,1.1872
192765,116253,1.1889
266621,260589,1.1893
637245,209565,1.1917
447693,669165,1.1936
843693,407405,1.1943
355069,178573,1.1944
873245,598893,1.1970
598013,518957,1.1987
975677,620205,1.1994
800301,270285,1.2004
737805,49021,1.2011
124669,845069,1.2026
333021,297325,1.2041
190925,886141,1.2043
390893,878429,1.2092
973773,66301,1.2118
581229,378461,1.2125
630221,713965,1.2132
277501,175389,1.2152
429533,116157,1.2157
163021,550349,1.2213
907165,943709,1.2221
843501,157789,1.2221
802797,57885,1.2232
545421,257165,1.2234
516461,772909,1.2234
125085,30893,1.2245
512765,678109,1.2247
987373,26125,1.2263
189373,59021,1.2327
671101,434221,1.2334
669037,586157,1.2350
122589,802653,1.2352
565069,973709,1.2359
135453,17037,1.2365
557277,134781,1.2402
941821,470861,1.2435
700189,37181,1.2477
930365,373997,1.2482
299677,97229,1.2492
213037,842285,1.2494
284781,753565,1.2496
777565,398573,1.2505
713597,26157,1.2515
291949,80509,1.2573
993005,608109,1.2577
842365,770397,1.2606
58381,16685,1.2646
946557,273869,1.2671
538173,76989,1.2673
105469,649629,1.2675
369037,257213,1.2684
909981,886381,1.2684
553389,128845,1.2698
760189,119213,1.2722
506253,773725,1.2728
484749,246269,1.2746
707949,331277,1.2757
228669,34205,1.2791
421885,355709,1.2813
704413,491181,1.2814
919741,828733,1.2817
725885,67453,1.2841
306109,159517,1.2846
279133,22205,1.2864
87085,32445,1.2898
757565,643581,1.2917
608317,406909,1.2918
299581,253309,1.2943
526093,442013,1.2943
50685,81821,1.2943
966013,587069,1.2949
275773,66477,1.2952
539933,306285,1.2971
217405,827869,1.2994
969917,776317,1.3000
578349,128973,1.3009
78717,32749,1.3015
210429,916269,1.3022
953549,575805,1.3023
113901,172717,1.3027
992237,845037,1.3032
207309,372589,1.3037
444877,278893,1.3043
630477,469165,1.3062
625965,855485,1.3079
809309,589981,1.3091
160493,56061,1.3097
374701,755261,1.3109
72957,279005,1.3113
714669,482093,1.3118
997469,630141,1.3126
364077,266173,1.3132
766973,605853,1.3140
712701,361517,1.3156
845773,446445,1.3168
116941,2397,1.3182
404317,47677,1.3183
401453,58765,1.3186
901453,6717,1.3196
715693,442701,1.3211
405645,286397,1.3225
700269,634909,1.3226
230765,117309,1.3238
674189,502685,1.3261
372493,398829,1.3262
369949,117373,1.3273
777917,17245,1.3277
366797,12365,1.3279
633309,201213,1.3303
615517,969309,1.3307
643213,246237,1.3313
154045,64765,1.3314
899325,49901,1.3316
953437,682557,1.3321
47613,3981,1.3345
940829,467821,1.3360
132893,90669,1.3376
754893,249885,1.3389
687549,406157,1.3403
41389,7037,1.3409
667261,375821,1.3442
128877,98173,1.3459
309693,72461,1.3461
546685,41837,1.3463
225245,493645,1.3463
200333,238973,1.3467
63037,9053,1.3467
389229,236077,1.3476
269229,261805,1.3501
16701,893,1.3513
707613,536653,1.3520
315757,302477,1.3524
413421,401917,1.3531
173021,374445,1.3569
470429,125421,1.3573
182109,367565,1.3585
317405,78477,1.3613
577581,102557,1.3626
431245,331805,1.3659
475181,168733,1.3681
46189,342845,1.3690
483645,964781,1.3693
932413,584525,1.3708
365965,305533,1.3723
851629,318381,1.3733
551213,649901,1.3741
946733,660301,1.3762
480365,343213,1.3776
687853,597021,1.3779
341229,841949,1.3782
544861,424893,1.3788
989549,362973,1.3799
9693,9629,1.3833
498909,280541,1.3839
625485,58301,1.3849
30909,215373,1.3853
742461,591501,1.3873
222573,142989,1.3881
861629,539613,1.3888
673757,756093,1.3899
487917,393997,1.3908
197901,804285,1.3916
813773,378797,1.3918
568989,380109,1.3935
681853,166685,1.3940
842749,400701,1.3944
316541,857453,1.3967
887309,410893,1.3984
897661,221693,1.4000
622509,90157,1.4020
99405,270925,1.4035
777229,135997,1.4039
621005,14925,1.4053
912189,73805,1.4063
741757,156685,1.4091
446845,140717,1.4101
265133,262717,1.4116
215149,351629,1.4117
331965,259933,1.4118
311453,545469,1.4123
383405,171485,1.4147
980701,664605,1.4149
187101,88221,1.4166
844141,169437,1.4168
951405,212541,1.4184
451773,827949,1.4207
171469,163997,1.4226
382861,618509,1.4228
578093,567517,1.4233
657517,485597,1.4241
376477,14189,1.4250
570765,284061,1.4277
625597,609149,1.4278
382109,79197,1.4304
821821,774093,1.4325
99725,906285,1.4333
776733,738413,1.4347
369565,287133,1.4350
114621,541405,1.4350
115069,23325,1.4351
965645,501133,1.4354
387581,14717,1.4369
334621,83661,1.4373
589437,66365,1.4379
370189,373213,1.4389
611629,771165,1.4389
295549,994733,1.4410
856077,453549,1.4418
692669,576413,1.4421
43741,14781,1.4445
360621,366845,1.4461
242045,1213,1.4479
999469,162957,1.4503
454317,903693,1.4515
671501,428813,1.4536
987933,26941,1.4548
25885,15101,1.4567
770429,738701,1.4583
459517,96461,1.4592
746381,320733,1.4594
48877,637581,1.4608
557821,442717,1.4610
172829,81005,1.4645
248541,218525,1.4649
509997,92077,1.4658
119933,87069,1.4674
387645,212269,1.4680
479293,768045,1.4701
520509,469901,1.4710
988397,880093,1.4714
454845,415821,1.4715
769277,100397,1.4725
887261,542173,1.4728
325053,699309,1.4733
586957,427421,1.4745
889389,467853,1.4750
331517,453197,1.4755
845293,251325,1.4763
487949,475805,1.4766
15245,14637,1.4767
10637,327069,1.4772
415325,804877,1.4778
328861,622541,1.4779
256333,955837,1.4779
207885,159533,1.4802
433453,118173,1.4817
326749,473933,1.4820
306365,117677,1.4831
65773,50717,1.4836
313053,124205,1.4874
975069,720941,1.4889
789949,707245,1.4907
573837,524413,1.4908
754861,227213,1.4923
999501,617165,1.4926
592701,390797,1.4940
727645,76013,1.4948
233325,581965,1.4958
709325,660061,1.4958
487469,324605,1.4965
746221,456909,1.4986
324317,94333,1.5012
148285,120541,1.5022
26141,289917,1.5042
231517,45437,1.5055
220109,3021,1.5062
507373,459069,1.5076
324349,878173,1.5084
376445,844557,1.5097
2621,445,1.5102
651693,61325,1.5105
984141,771517,1.5107
958701,284781,1.5129
627485,178317,1.5129
286013,278029,1.5130
548221,76045,1.5144
978029,509917,1.5146
461421,931277,1.5149
479085,193085,1.5164
461197,156205,1.5178
886797,850781,1.5206
321837,8285,1.5213
66557,614845,1.5218
547117,397373,1.5224
849933,581469,1.5267
486253,147725,1.5280
398957,370653,1.5303
423197,573981,1.5308
415485,701277,1.5345
541117,515325,1.5381
526477,168029,1.5386
99117,12589,1.5392
782637,174877,1.5395
104717,43501,1.5395
905149,472157,1.5397
361357,769805,1.5413
686205,8989,1.5468
150845,14029,1.5474
626861,193661,1.5475
165741,966061,1.5486
404461,83757,1.5497
103229,69853,1.5503
933805,5741,1.5505
526461,247085,1.5522
479133,51437,1.5527
906029,392749,1.5534
694141,709533,1.5544
985485,245037,1.5545
243069,240925,1.5557
23005,445,1.5570
796397,612973,1.5581
709677,636365,1.5584
449325,107037,1.5585
158285,56669,1.5615
910717,754493,1.5696
493037,82077,1.5700
901197,316541,1.5713
869565,50797,1.5714
712029,460397,1.5771
211741,665565,1.5788
348653,163693,1.5793
135501,47309,1.5798
884813,643309,1.5802
663053,448973,1.5808
609741,14557,1.5820
898301,226653,1.5845
756637,286925,1.5852
26205,24269,1.5864
821485,807405,1.5871
10269,8717,1.5872
170909,86973,1.5878
104445,26893,1.5890
341213,121917,1.5899
458685,301117,1.5914
250333,175293,1.5922
962525,278349,1.5930
861869,733293,1.5933
787213,291005,1.5940
441693,206221,1.5956
731085,926909,1.5981
133613,61933,1.5989
813245,320813,1.5998
271869,606253,1.6013
828189,720061,1.6019
453741,77821,1.6023
779789,377917,1.6028
321501,258669,1.6028
606317,924221,1.6034
22717,95901,1.6036
49197,49069,1.6057
512621,872093,1.6064
911181,339277,1.6085
308557,242685,1.6086
610125,416269,1.6094
563309,379789,1.6118
28397,106749,1.6147
547693,401341,1.6155
580253,268205,1.6158
690525,469373,1.6160
2973,1421,1.6192
76397,32829,1.6195
988237,57741,1.6247
691613,668669,1.6252
737357,142045,1.6260
286525,204925,1.6266
599805,154349,1.6274
686781,364701,1.6280
828365,326813,1.6295
349949,307117,1.6298
671421,596141,1.6308
692125,400445,1.6351
77693,911389,1.6352
798509,456653,1.6357
189165,127517,1.6364
390973,851325,1.6370
406909,358541,1.6382
808189,23853,1.6383
114077,831453,1.6395
310541,112269,1.6400
343325,202301,1.6403
48957,37037,1.6414
991885,730669,1.6421
392061,605437,1.6426
244621,966973,1.6435
317405,778845,1.6446
535917,3837,1.6454
900317,259357,1.6463
294301,461597,1.6465
944893,353085,1.6465
877245,855405,1.6487
731869,304445,1.6504
124925,440829,1.6513
848909,747309,1.6526
617517,604029,1.6535
298621,20365,1.6535
666333,145229,1.6546
669597,96653,1.6551
177757,71485,1.6557
149453,638349,1.6575
659517,272685,1.6578
241117,27597,1.6591
502941,611357,1.6593
293901,210605,1.6595
491549,463325,1.6600
660653,142861,1.6601
355837,33517,1.6605
856093,571117,1.6613
104189,81325,1.6623
380221,138829,1.6634
798829,909773,1.6669
460365,267805,1.6680
182285,856237,1.6705
33725,32285,1.6724
466861,672749,1.6764
186477,86365,1.6779
538125,801005,1.6791
614605,432989,1.6797
147229,110781,1.6818
941133,350669,1.6841
821869,260413,1.6845
430269,174557,1.6845
975629,17037,1.6849
631533,124605,1.6867
778813,658893,1.6879
390621,10733,1.6912
352381,984413,1.6914
834621,490237,1.6931
397629,359373,1.6934
265821,168141,1.6944
843021,418653,1.6964
449757,334493,1.6980
90989,80845,1.6981
796365,915565,1.6997
465709,444685,1.7010
965933,150493,1.7038
114909,20637,1.7046
418701,207613,1.7054
827149,732269,1.7070
823197,355533,1.7071
42157,3917,1.7102
757469,122701,1.7107
220525,446269,1.7112
70669,31293,1.7119
904125,525773,1.7120
551117,146493,1.7134
307517,152749,1.7146
410557,453309,1.7173
554925,477997,1.7195
196893,61357,1.7201
458365,91853,1.7225
520829,402525,1.7231
104045,523773,1.7237
272189,80781,1.7241
720957,52989,1.7245
387517,210013,1.7280
930733,418781,1.7282
432845,419805,1.7296
667149,586797,1.7298
337949,193181,1.7322
228733,56669,1.7332
740813,465997,1.7338
852653,350013,1.7348
55325,88013,1.7349
852429,534605,1.7353
138941,430845,1.7368
412029,314973,1.7369
990061,52173,1.7370
71885,66269,1.7373
594173,47293,1.7375
102013,803773,1.7381
638557,314253,1.7397
361981,50989,1.7409
820685,391021,1.7412
397917,187933,1.7413
213757,202013,1.7438
771533,558605,1.7442
366589,359357,1.7453
263293,15661,1.7476
65725,45597,1.7479
582253,122893,1.7488
523037,666541,1.7493
29725,525981,1.7502
165309,76189,1.7517
572893,107661,1.7521
131421,728989,1.7539
742397,314829,1.7542
105661,520845,1.7560
702589,691965,1.7581
664669,399901,1.7604
603629,607901,1.7615
532989,467901,1.7632
472637,456205,1.7636
728333,194893,1.7642
598285,198653,1.7644
33645,11229,1.7649
491949,801389,1.7654
730925,247069,1.7655
841533,694445,1.7672
252717,117149,1.7673
836397,502477,1.7679
404093,201437,1.7687
668061,465901,1.7688
816669,751101,1.7694
417949,27661,1.7697
550653,782125,1.7705
47021,26061,1.7713
412877,220925,1.7725
925757,734589,1.7734
57037,11741,1.7743
755085,304877,1.7755
646413,426989,1.7760
403949,369933,1.7779
99997,6269,1.7804
845533,746333,1.7811
840461,278077,1.7817
624189,913981,1.7817
726765,488157,1.7828
132797,92381,1.7831
110605,98429,1.7840
129245,124285,1.7859
452941,445117,1.7867
643981,393085,1.7871
891133,794733,1.7876
161021,52893,1.7899
482957,733309,1.7902
133277,46605,1.7902
902973,415373,1.7905
833853,68701,1.7907
563133,383565,1.7907
288285,348429,1.7922
914269,633341,1.7965
863325,758989,1.7983
260333,158765,1.8021
103053,93373,1.8039
741501,468221,1.8044
557837,70493,1.8045
75453,51421,1.8055
831133,403453,1.8058
355133,459949,1.8063
413293,553421,1.8082
548973,803933,1.8082
778925,592749,1.8089
810301,284493,1.8089
270669,998445,1.8125
187245,197421,1.8158
533997,202525,1.8160
570477,449453,1.8174
690877,23709,1.8203
810813,353581,1.8212
588237,326733,1.8220
271101,160973,1.8222
236765,759453,1.8230
55517,12813,1.8242
823501,358109,1.8274
844157,401597,1.8281
960205,202413,1.8306
985421,137709,1.8341
876909,712109,1.8354
130301,258269,1.8371
322237,81565,1.8376
187757,572189,1.8385
497885,665693,1.8398
16717,6429,1.8408
238429,539965,1.8423
694093,402269,1.8448
464445,185997,1.8456
435757,188221,1.8478
270509,75149,1.8486
174349,4077,1.8488
668445,164781,1.8530
959277,49181,1.8546
950461,371165,1.8555
275789,63997,1.8564
788141,58093,1.8590
965837,159773,1.8602
843245,501101,1.8606
451821,233453,1.8614
767165,58013,1.8622
349325,143805,1.8627
397053,363437,1.8644
609133,50109,1.8651
289485,814381,1.8657
169677,710525,1.8667
737597,121853,1.8677
997517,901949,1.8684
564637,454877,1.8684
130221,874877,1.8687
269213,477325,1.8691
527357,180253,1.8710
390237,92973,1.8723
221293,170701,1.8736
722957,170589,1.8748
660061,99437,1.8755
396605,44733,1.8756
403581,385421,1.8767
562973,28733,1.8777
942429,735885,1.8786
357597,119421,1.8793
869821,882669,1.8794
426605,375869,1.8817
401965,827565,1.8829
993901,677021,1.8834
249565,904509,1.8837
485933,51309,1.8862
799213,783901,1.8871
896653,577661,1.8874
775117,170701,1.8880
